UDI,ProductID,ProductType,AirTemp,ProcessTemp,TempDifference,RPM,RotationPerSeconds,Torque,Power,ToolWear,OverstrainReading,Target,FailureType
35,M14894,M,298.8,309.1,10.3,1559,163.2580982,34.7,5665.056009,95,3296.5,0,No Failure
36,M14895,M,298.8,309.2,10.4,1452,152.0530844,48.6,7389.779903,98,4762.8,0,No Failure
37,M14896,M,298.9,309.2,10.3,1581,165.5619328,36.7,6076.122935,101,3706.7,0,No Failure
38,L47217,L,298.8,309.1,10.3,1439,150.6917276,39.2,5907.115723,104,4076.8,0,No Failure
39,H29452,H,298.9,309.2,10.3,1379,144.4085423,50.7,7321.513095,106,5374.2,0,No Failure
40,L47219,L,298.8,309.1,10.3,1350,141.3716694,52.5,7422.012644,111,5827.5,0,No Failure
41,L47220,L,298.8,309.1,10.3,1362,142.6283065,45.4,6475.325114,113,5130.2,0,No Failure
42,L47221,L,298.8,309.1,10.3,1368,143.256625,50.8,7277.43655,115,5842,0,No Failure
43,M14902,M,298.8,309.1,10.3,1368,143.256625,49.1,7033.900288,117,5744.7,0,No Failure
44,H29457,H,298.8,309.2,10.4,1372,143.675504,48.5,6968.261945,120,5820,0,No Failure
45,M14904,M,298.8,309.1,10.3,1472,154.1474795,47.5,7322.005278,125,5937.5,0,No Failure
46,L47225,L,298.8,309.1,10.3,1489,155.9277154,49.1,7656.050825,128,6284.8,0,No Failure
47,M14906,M,298.7,309,10.3,1843,192.9985087,25.8,4979.361524,130,3354,0,No Failure
48,L47227,L,298.8,309.1,10.3,1418,148.4926128,46.3,6875.207971,133,6157.9,0,No Failure
49,H29462,H,298.8,309.2,10.4,1425,149.225651,53.9,8043.262591,135,7276.5,0,No Failure
50,M14909,M,298.9,309.2,10.3,1412,147.8642942,44.1,6520.815375,140,6174,0,No Failure
51,L47230,L,298.9,309.1,10.2,2861,299.6032194,4.6,1378.174809,143,657.8,1,Power Failure
52,L47231,L,298.9,309.1,10.2,1383,144.8274213,54.9,7951.025431,145,7960.5,0,No Failure
53,H29466,H,298.8,309,10.2,1497,156.7654734,43.8,6866.327736,147,6438.6,0,No Failure
54,L47233,L,298.7,309,10.3,1565,163.8864168,35.1,5752.413228,152,5335.2,0,No Failure
55,L47234,L,298.7,309,10.3,1691,177.0811059,30.1,5330.141288,154,4635.4,0,No Failure
56,L47235,L,298.8,309.1,10.3,1512,158.3362697,40.7,6444.286178,156,6349.2,0,No Failure
57,L47236,L,298.8,309.1,10.3,1477,154.6710783,42.4,6558.05372,158,6699.2,0,No Failure
58,L47237,L,298.8,309.1,10.3,1513,158.4409895,40.3,6385.171877,160,6448,0,No Failure
59,M14918,M,298.8,309,10.2,1661,173.9395133,29.5,5131.215641,162,4779,0,No Failure
60,L47239,L,298.8,309.1,10.3,1378,144.3038226,54.4,7850.127947,165,8976,0,No Failure
61,L47240,L,298.8,309.1,10.3,1393,145.8746189,52.6,7673.004953,167,8784.2,0,No Failure
62,M14921,M,298.8,309,10.2,1592,166.7138502,38.2,6368.469076,169,6455.8,0,No Failure
63,L47242,L,298.8,309,10.2,1829,191.5324321,22.9,4386.092695,172,3938.8,0,No Failure
64,M14923,M,298.9,309,10.1,1812,189.7521963,25.9,4914.581884,174,4506.6,0,No Failure
65,L47244,L,299,309.1,10.1,1523,159.488187,38.6,6156.24402,177,6832.2,0,No Failure
66,L47245,L,299,309.1,10.1,1394,145.9793386,45.1,6583.668173,179,8072.9,0,No Failure
67,M14926,M,298.9,308.9,10,1679,175.8244688,28.7,5046.162256,181,5194.7,0,No Failure
68,H29481,H,298.8,308.9,10.1,1466,153.519161,44.1,6770.195,184,8114.4,0,No Failure
69,L47248,L,298.8,308.9,10.1,1527,159.9070661,32.4,5180.988941,189,6123.6,0,No Failure
70,L47249,L,298.9,309,10.1,1410,147.6548547,65.7,9700.923955,191,12548.7,1,Power Failure
71,M14930,M,298.9,309,10.1,1924,201.4808089,22.6,4553.46628,193,4361.8,0,No Failure
72,L47251,L,298.9,309.1,10.2,1452,152.0530844,45.5,6918.415342,196,8918,0,No Failure
73,L47252,L,298.9,309.1,10.2,1369,143.3613448,44.4,6365.243707,198,8791.2,0,No Failure
74,L47253,L,299,309.1,10.1,1592,166.7138502,35,5834.984755,200,7000,0,No Failure
75,L47254,L,298.9,309,10.1,1601,167.6563279,32.3,5415.299393,202,6524.6,0,No Failure
76,L47255,L,298.8,308.9,10.1,1379,144.4085423,46.7,6743.878926,204,9526.8,0,No Failure
77,L47256,L,298.8,308.9,10.1,1461,152.9955622,47.9,7328.487431,206,9867.4,0,No Failure
78,L47257,L,298.8,308.9,10.1,1455,152.3672437,41.3,6292.767165,208,8590.4,1,Tool Wear Failure
79,L47258,L,298.8,308.9,10.1,1398,146.3982177,51.5,7539.508209,0,0,0,No Failure
80,L47259,L,298.8,308.9,10.1,1402,146.8170967,37.9,5564.367964,2,75.8,0,No Failure
81,H29494,H,298.8,308.8,10,1445,151.3200461,49.9,7550.870303,4,199.6,0,No Failure
82,L47261,L,298.9,308.9,10,1450,151.8436449,47.5,7212.573134,9,427.5,0,No Failure
83,L47262,L,298.9,308.9,10,1453,152.1578042,40.8,6208.038411,11,448.8,0,No Failure
84,L47263,L,299,309,10,1469,153.8333203,40.1,6168.716143,13,521.3,0,No Failure
85,L47264,L,298.9,308.9,10,1422,148.9114918,47.6,7088.187009,15,714,0,No Failure
86,M14945,M,299,309,10,1804,188.9144382,26.8,5062.906945,17,455.6,0,No Failure
87,H29500,H,299,309,10,1436,150.3775684,43.9,6601.575251,20,878,0,No Failure
88,L47267,L,299,309,10,1544,161.6873019,31.8,5141.656201,25,795,0,No Failure
89,M14948,M,299,309,10,1419,148.5973325,45.2,6716.59943,27,1220.4,0,No Failure
90,M14949,M,298.9,308.9,10,1487,155.7182759,39.5,6150.871897,30,1185,0,No Failure
91,L47270,L,298.9,308.9,10,1753,183.5737307,25.8,4736.202253,33,851.4,0,No Failure
92,L47271,L,298.9,308.9,10,1830,191.6371519,24.9,4771.765082,35,871.5,0,No Failure
93,M14952,M,298.9,308.9,10,1727,180.8510171,27.1,4901.062563,37,1002.7,0,No Failure
94,L47273,L,299.1,309,9.9,1450,151.8436449,43,6529.276732,40,1720,0,No Failure
95,L47274,L,299,308.9,9.9,1622,169.8554428,31.9,5418.388625,42,1339.8,0,No Failure
96,M14955,M,299,309,10,1351,141.4763892,52.2,7385.067514,44,2296.8,0,No Failure
97,M14956,M,299,309,10,1575,164.9336143,35.3,5822.156585,47,1659.1,0,No Failure
98,M14957,M,298.9,308.9,10,1750,183.2595715,29.9,5479.461187,50,1495,0,No Failure
99,L47278,L,298.9,308.8,9.9,1529,160.1165056,32.7,5235.809732,53,1733.1,0,No Failure
100,L47279,L,298.8,308.8,10,1523,159.488187,44.4,7081.275505,55,2442,0,No Failure
101,L47280,L,298.8,308.9,10.1,1852,193.9409865,25,4848.524662,57,1425,0,No Failure
102,L47281,L,298.8,308.8,10,1991,208.4970324,20.7,4315.888572,59,1221.3,0,No Failure
103,L47282,L,298.8,308.8,10,1555,162.8392192,40.6,6611.2723,61,2476.6,0,No Failure
104,M14963,M,298.8,308.8,10,1441,150.9011671,40.5,6111.497269,63,2551.5,0,No Failure
105,L47284,L,298.8,308.7,9.9,1450,151.8436449,43.4,6590.01419,66,2864.4,0,No Failure
106,L47285,L,298.8,308.7,9.9,1591,166.6091304,31.1,5181.543955,68,2114.8,0,No Failure
107,L47286,L,298.8,308.7,9.9,1445,151.3200461,48.5,7339.022238,70,3395,0,No Failure
108,M14967,M,298.8,308.8,10,1497,156.7654734,46.8,7336.624156,72,3369.6,0,No Failure
109,H29522,H,298.9,308.8,9.9,1621,169.750723,32.7,5550.848644,75,2452.5,0,No Failure
110,L47289,L,298.9,308.7,9.8,1572,164.619455,34.1,5613.523417,80,2728,0,No Failure
111,L47290,L,298.8,308.6,9.8,1872,196.0353816,22.5,4410.796086,82,1845,0,No Failure
112,H29525,H,298.7,308.6,9.9,1499,156.9749129,43.5,6828.408712,84,3654,0,No Failure
113,M14972,M,298.8,308.7,9.9,1498,156.8701932,39.5,6196.37263,89,3515.5,0,No Failure
114,M14973,M,298.8,308.6,9.8,1486,155.6135561,41.9,6520.208001,92,3854.8,0,No Failure
115,L47294,L,298.8,308.6,9.8,1680,175.9291886,29.4,5172.318145,95,2793,0,No Failure
116,L47295,L,298.8,308.6,9.8,1431,149.8539696,45.7,6848.32641,97,4432.9,0,No Failure
117,L47296,L,298.9,308.7,9.8,1564,163.781697,34.1,5584.955868,99,3375.9,0,No Failure
118,L47297,L,298.8,308.6,9.8,1599,167.4468884,33,5525.747318,101,3333,0,No Failure
119,M14978,M,298.8,308.6,9.8,1707,178.756622,28.1,5023.061078,103,2894.3,0,No Failure
120,L47299,L,298.7,308.5,9.8,1467,153.6238808,40.7,6252.491947,106,4314.2,0,No Failure
121,L47300,L,298.9,308.7,9.8,1433,150.0634091,44.7,6707.834386,108,4827.6,0,No Failure
122,L47301,L,298.9,308.7,9.8,1558,163.1533785,41.2,6721.919193,110,4532,0,No Failure
123,L47302,L,299,308.8,9.8,1310,137.1828792,50.7,6955.171976,112,5678.4,0,No Failure
124,L47303,L,298.9,308.7,9.8,1546,161.8967414,43.4,7026.318577,114,4947.6,0,No Failure
125,L47304,L,298.9,308.7,9.8,1727,180.8510171,29.4,5317.019902,116,3410.4,0,No Failure
126,L47305,L,298.9,308.6,9.7,1560,163.362818,32.2,5260.282739,118,3799.6,0,No Failure
127,L47306,L,299,308.6,9.6,1329,139.1725546,60.5,8419.939551,120,7260,0,No Failure
128,L47307,L,298.9,308.6,9.7,1413,147.969014,46.5,6880.55915,122,5673,0,No Failure
129,L47308,L,299,308.6,9.6,1587,166.1902514,38.6,6414.943703,124,4786.4,0,No Failure
130,L47309,L,298.9,308.5,9.6,1559,163.2580982,34.3,5599.752769,126,4321.8,0,No Failure
131,L47310,L,298.8,308.4,9.6,1473,154.2521993,41.1,6339.765391,128,5260.8,0,No Failure
132,L47311,L,298.8,308.4,9.6,1737,181.8982146,27.7,5038.580546,130,3601,0,No Failure
133,M14992,M,298.7,308.4,9.7,1441,150.9011671,43.2,6518.93042,132,5702.4,0,No Failure
134,M14993,M,298.7,308.4,9.7,1430,149.7492498,49.6,7427.562791,135,6696,0,No Failure
135,L47314,L,298.8,308.4,9.6,1369,143.3613448,53,7598.151272,138,7314,0,No Failure
136,M14995,M,298.8,308.5,9.7,1711,179.175501,28.5,5106.501779,140,3990,0,No Failure
137,H29550,H,298.7,308.5,9.8,1420,148.7020523,45.7,6795.683789,143,6535.1,0,No Failure
138,L47317,L,298.7,308.6,9.9,1297,135.8215224,55.3,7510.930188,148,8184.4,0,No Failure
139,H29552,H,298.8,308.6,9.8,1449,151.7389252,49.4,7495.902903,150,7410,0,No Failure
140,L47319,L,298.8,308.6,9.8,1268,132.7846495,55.8,7409.383442,155,8649,0,No Failure
141,L47320,L,298.8,308.6,9.8,1511,158.23155,36.1,5712.158954,157,5667.7,0,No Failure
142,L47321,L,298.7,308.5,9.8,1544,161.6873019,35.2,5691.393027,159,5596.8,0,No Failure
143,M15002,M,298.6,308.4,9.8,1778,186.1917246,28.2,5250.606634,161,4540.2,0,No Failure
144,H29557,H,298.6,308.4,9.8,1407,147.3406955,50.5,7440.70512,164,8282,0,No Failure
145,M15004,M,298.6,308.4,9.8,1391,145.6651794,42.4,6176.203605,169,7165.6,0,No Failure
146,L47325,L,298.5,308.4,9.9,1513,158.4409895,33.6,5323.617247,172,5779.2,0,No Failure
147,H29560,H,298.5,308.4,9.9,1612,168.8082453,36.1,6093.977654,174,6281.4,0,No Failure
148,L47327,L,298.4,308.4,10,1515,158.650429,40.1,6361.882203,179,7177.9,0,No Failure
149,M15008,M,298.3,308.3,10,1379,144.4085423,48,6931.610031,181,8688,0,No Failure
150,L47329,L,298.4,308.3,9.9,1473,154.2521993,39.9,6154.662752,184,7341.6,0,No Failure
151,L47330,L,298.4,308.3,9.9,1422,148.9114918,42.7,6358.520699,186,7942.2,0,No Failure
152,M15011,M,298.4,308.2,9.8,1463,153.2050017,37.6,5760.508065,188,7068.8,0,No Failure
153,M15012,M,298.4,308.2,9.8,1584,165.8760921,41,6800.919776,191,7831,0,No Failure
154,L47333,L,298.4,308.2,9.8,1850,193.731547,27,5230.751768,194,5238,0,No Failure
155,L47334,L,298.4,308.2,9.8,1528,160.0117858,36.2,5792.426647,196,7095.2,0,No Failure
156,H29569,H,298.4,308.2,9.8,1987,208.0781534,19.8,4119.947438,198,3920.4,0,No Failure
157,M15016,M,298.4,308.1,9.7,1495,156.5560339,46,7201.57756,203,9338,0,No Failure
158,H29571,H,298.4,308.2,9.8,1478,154.7757981,43.5,6732.747216,206,8961,0,No Failure
159,M15018,M,298.4,308.2,9.8,1499,156.9749129,40,6278.996517,211,8440,0,No Failure
160,L47339,L,298.4,308.2,9.8,1471,154.0427598,47,7240.00971,214,10058,0,No Failure
161,L47340,L,298.4,308.2,9.8,1282,134.2507261,60.7,8149.019072,216,13111.2,1,Overstrain Failure
162,L47341,L,298.3,308.1,9.8,1412,147.8642942,52.3,7733.302588,218,11401.4,1,Overstrain Failure
163,L47342,L,298.3,308.1,9.8,1586,166.0855316,35.5,5896.036373,0,0,0,No Failure
164,M15023,M,298.4,308.2,9.8,1468,153.7286005,43.8,6733.312703,2,87.6,0,No Failure
165,M15024,M,298.5,308.3,9.8,1440,150.7964474,43.6,6574.725105,5,218,0,No Failure
166,L47345,L,298.5,308.4,9.9,1733,181.4793356,26,4718.462726,8,208,0,No Failure
167,H29580,H,298.4,308.2,9.8,1612,168.8082453,32.6,5503.148795,10,326,0,No Failure
168,H29581,H,298.4,308.3,9.9,1458,152.681403,42.9,6550.032187,15,643.5,0,No Failure
169,L47348,L,298.4,308.3,9.9,1433,150.0634091,62.3,9348.950386,20,1246,1,Power Failure
170,L47349,L,298.4,308.3,9.9,1318,138.0206372,59.1,8157.019661,22,1300.2,0,No Failure
171,M15030,M,298.4,308.2,9.8,1610,168.5988057,35,5900.958201,24,840,0,No Failure
172,L47351,L,298.2,308.1,9.9,1462,153.100282,50.8,7777.494325,27,1371.6,0,No Failure
173,M15032,M,298.1,308,9.9,1924,201.4808089,20.8,4190.800824,29,603.2,0,No Failure
174,M15033,M,298.2,308,9.8,1591,166.6091304,33.7,5614.727694,32,1078.4,0,No Failure
175,L47354,L,298.2,308.1,9.9,1306,136.7640002,58.3,7973.341211,35,2040.5,0,No Failure
176,L47355,L,298.2,308.1,9.9,1382,144.7227016,43.5,6295.437519,37,1609.5,0,No Failure
177,L47356,L,298.2,308.1,9.9,1618,169.4365638,34.7,5879.448763,39,1353.3,0,No Failure
178,L47357,L,298.2,308.2,10,1988,208.1828732,21.4,4455.113486,41,877.4,0,No Failure
179,L47358,L,298.2,308.2,10,1436,150.3775684,50.2,7548.953931,43,2158.6,0,No Failure
180,L47359,L,298.2,308.3,10.1,1304,136.5545607,49.8,6800.417122,45,2241,0,No Failure
181,L47360,L,298.2,308.3,10.1,1475,154.4616388,49.9,7707.635776,47,2345.3,0,No Failure
182,H29595,H,298.2,308.3,10.1,1824,191.0088333,24.2,4622.413767,49,1185.8,0,No Failure
183,M15042,M,298.1,308.2,10.1,1342,140.5339114,48.1,6759.681137,54,2597.4,0,No Failure
184,L47363,L,298.1,308.2,10.1,1485,155.5088364,40.7,6329.20964,57,2319.9,0,No Failure
185,L47364,L,298.2,308.2,10,1667,174.5678318,30.6,5341.775653,59,1805.4,0,No Failure
186,L47365,L,298.2,308.2,10,1446,151.4247659,38.2,5784.426057,61,2330.2,0,No Failure
187,L47366,L,298.1,308.3,10.2,1301,136.2404014,56,7629.462479,63,3528,0,No Failure
188,L47367,L,298.2,308.4,10.2,1379,144.4085423,43.1,6224.008174,65,2801.5,0,No Failure
189,L47368,L,298.3,308.5,10.2,1606,168.1799267,33.6,5650.845538,67,2251.2,0,No Failure
190,M15049,M,298.3,308.4,10.1,1539,161.1637031,43.4,6994.504716,69,2994.6,0,No Failure
191,L47370,L,298.2,308.4,10.2,1477,154.6710783,49.9,7718.086808,72,3592.8,0,No Failure
192,L47371,L,298.2,308.4,10.2,1666,174.463112,34.6,6036.423676,74,2560.4,0,No Failure
193,H29606,H,298.2,308.4,10.2,1398,146.3982177,51.8,7583.427675,76,3936.8,0,No Failure
194,H29607,H,298.2,308.4,10.2,1678,175.7197491,34.6,6079.903319,81,2802.6,0,No Failure
195,M15054,M,298.2,308.5,10.3,2678,280.4395042,10.7,3000.702695,86,920.2,1,Power Failure
196,L47375,L,298.3,308.5,10.2,1453,152.1578042,42.9,6527.5698,89,3818.1,0,No Failure
197,H29610,H,298.3,308.6,10.3,1432,149.9586893,49.5,7422.955122,91,4504.5,0,No Failure
198,M15057,M,298.4,308.6,10.2,1527,159.9070661,40.9,6540.199002,96,3926.4,0,No Failure
199,L47378,L,298.4,308.7,10.3,1588,166.2949711,35,5820.32399,99,3465,0,No Failure
200,L47379,L,298.4,308.6,10.2,1433,150.0634091,47.1,7067.986568,101,4757.1,0,No Failure
201,L47380,L,298.4,308.6,10.2,1609,168.494086,35,5897.29301,103,3605,0,No Failure
202,L47381,L,298.3,308.5,10.2,1575,164.9336143,41.2,6795.26491,105,4326,0,No Failure
203,M15062,M,298.4,308.5,10.1,1636,171.3215194,35.7,6116.178242,107,3819.9,0,No Failure
204,L47383,L,298.4,308.5,10.1,1490,156.0324351,37.9,5913.629291,110,4169,0,No Failure
205,L47384,L,298.4,308.5,10.1,1741,182.3170937,32.8,5980.000672,112,3673.6,0,No Failure
206,M15065,M,298.5,308.6,10.1,1344,140.7433509,53,7459.397597,114,6042,0,No Failure
207,L47386,L,298.5,308.7,10.2,1609,168.494086,35.3,5947.841235,117,4130.1,0,No Failure
208,M15067,M,298.4,308.7,10.3,1421,148.806772,60.7,9032.571062,119,7223.3,1,Power Failure
209,L47388,L,298.4,308.6,10.2,1591,166.6091304,36.7,6114.555086,122,4477.4,0,No Failure
210,L47389,L,298.4,308.6,10.2,1477,154.6710783,44,6805.527446,124,5456,0,No Failure
211,L47390,L,298.4,308.7,10.3,1523,159.488187,36.1,5757.523552,126,4548.6,0,No Failure
212,L47391,L,298.5,308.7,10.2,1575,164.9336143,33.9,5591.249525,128,4339.2,0,No Failure
213,H29626,H,298.4,308.7,10.3,1344,140.7433509,52.9,7445.323262,130,6877,0,No Failure
214,L47393,L,298.4,308.7,10.3,1386,145.1415806,44.9,6516.856969,135,6061.5,0,No Failure
215,M15074,M,298.3,308.6,10.3,1589,166.3996909,37.1,6173.428532,137,5082.7,0,No Failure
216,L47395,L,298.3,308.6,10.3,1548,162.1061809,40.3,6532.879091,140,5642,0,No Failure
217,L47396,L,298.3,308.6,10.3,1499,156.9749129,38.3,6012.139165,142,5438.6,0,No Failure
218,L47397,L,298.3,308.5,10.2,1664,174.2536725,31.6,5506.416052,144,4550.4,0,No Failure
219,L47398,L,298.3,308.6,10.3,1447,151.5294857,38.1,5773.273404,146,5562.6,0,No Failure
220,M15079,M,298.3,308.5,10.2,1434,150.1681288,46.2,6937.767552,148,6837.6,0,No Failure
221,L47400,L,298.3,308.5,10.2,1416,148.2831732,52.7,7814.52323,151,7957.7,0,No Failure
222,H29635,H,298.4,308.5,10.1,1827,191.3229926,24.3,4649.14872,153,3717.9,0,No Failure
223,L47402,L,298.4,308.6,10.2,1304,136.5545607,45,6144.95523,158,7110,0,No Failure
224,L47403,L,298.4,308.6,10.2,1569,164.3052958,34.4,5652.102175,160,5504,0,No Failure
225,L47404,L,298.3,308.6,10.3,1584,165.8760921,29.3,4860.169499,162,4746.6,0,No Failure
226,L47405,L,298.3,308.5,10.2,1362,142.6283065,53.8,7673.402888,164,8823.2,0,No Failure
227,L47406,L,298.3,308.4,10.1,1329,139.1725546,49.2,6847.289684,166,8167.2,0,No Failure
228,L47407,L,298.3,308.5,10.2,1539,161.1637031,36.1,5818.009683,168,6064.8,0,No Failure
229,M15088,M,298.3,308.5,10.2,1629,170.5884811,37.1,6328.832648,170,6307,0,No Failure
230,L47409,L,298.3,308.5,10.2,1538,161.0589834,32.2,5186.099265,173,5570.6,0,No Failure
231,L47410,L,298.3,308.6,10.3,1570,164.4100155,34.8,5721.468541,175,6090,0,No Failure
232,L47411,L,298.3,308.4,10.1,1408,147.4454152,43.1,6354.897395,177,7628.7,0,No Failure
233,L47412,L,298.2,308.4,10.2,1424,149.1209313,47.6,7098.156329,179,8520.4,0,No Failure
234,L47413,L,298.2,308.4,10.2,1512,158.3362697,34.9,5525.935814,181,6316.9,0,No Failure
235,L47414,L,298.2,308.4,10.2,1478,154.7757981,42.9,6639.881737,183,7850.7,0,No Failure
236,M15095,M,298.1,308.3,10.2,1680,175.9291886,33.7,5928.813656,185,6234.5,0,No Failure
237,L47416,L,298.1,308.3,10.2,1495,156.5560339,38.7,6058.718512,188,7275.6,0,No Failure
238,M15097,M,298,308.1,10.1,1552,162.5250599,36.6,5948.417194,190,6954,0,No Failure
239,L47418,L,297.9,308.1,10.2,1393,145.8746189,50.3,7337.49333,193,9707.9,0,No Failure
240,L47419,L,298,308.2,10.2,1611,168.7035255,30.6,5162.32788,195,5967,0,No Failure
241,M15100,M,298,308.1,10.1,1339,140.2197521,51.6,7235.339209,197,10165.2,0,No Failure
242,L47421,L,298,308.1,10.1,1777,186.0870048,24.3,4521.914218,200,4860,0,No Failure
243,L47422,L,298,308.2,10.2,1348,141.1622299,58.8,8300.339118,202,11877.6,1,Overstrain Failure
244,L47423,L,298,308.2,10.2,1442,151.0058869,44.1,6659.359612,204,8996.4,0,No Failure
245,M15104,M,298,308.2,10.2,1395,146.0840584,49.1,7172.727267,206,10114.6,0,No Failure
246,M15105,M,297.9,308.1,10.2,1627,170.3790416,31.4,5349.901906,209,6562.6,0,No Failure
247,L47426,L,297.9,308.1,10.2,1585,165.9808119,33.5,5560.357197,212,7102,0,No Failure
248,L47427,L,298,308.2,10.2,1469,153.8333203,45.5,6999.416072,214,9737,0,No Failure
249,L47428,L,298,308.3,10.3,1362,142.6283065,56.8,8101.287808,216,12268.8,1,Overstrain Failure
250,L47429,L,298,308.3,10.3,1405,147.1312559,56.2,8268.776584,218,12251.6,1,Overstrain Failure
251,L47430,L,298,308.3,10.3,1662,174.044233,32.7,5691.246419,0,0,0,No Failure
252,M15111,M,298,308.2,10.2,1466,153.519161,42.6,6539.916259,2,85.2,0,No Failure
253,L47432,L,298,308.2,10.2,1620,169.6460033,35.8,6073.326918,5,179,0,No Failure
254,L47433,L,298,308.2,10.2,1357,142.1047077,48.2,6849.446911,7,337.4,0,No Failure
255,L47434,L,298,308.2,10.2,1514,158.5457093,37.9,6008.882381,9,341.1,0,No Failure
256,L47435,L,298,308.2,10.2,1489,155.9277154,40.4,6299.479701,11,444.4,0,No Failure
257,L47436,L,298.1,308.3,10.2,1331,139.3819941,63,8781.065626,13,819,0,No Failure
258,L47437,L,298,308,10,1615,169.1224045,29.5,4989.110933,15,442.5,0,No Failure
259,L47438,L,298.1,308.2,10.1,1482,155.1946771,37.9,5881.878262,17,644.3,0,No Failure
260,M15119,M,298.1,308.2,10.1,1420,148.7020523,63.9,9502.06114,19,1214.1,1,Power Failure
261,M15120,M,298.2,308.3,10.1,1522,159.3834673,49.1,7825.728244,22,1080.2,0,No Failure
262,L47441,L,298.1,308.2,10.1,1654,173.206475,32.1,5559.927846,25,802.5,0,No Failure
263,M15122,M,298.1,308.2,10.1,1736,181.7934949,26.8,4872.065663,27,723.6,0,No Failure
264,M15123,M,298,308.1,10.1,1587,166.1902514,32.3,5367.945119,30,969,0,No Failure
265,L47444,L,298.1,308.2,10.1,1390,145.5604596,47.5,6914.121832,33,1567.5,0,No Failure
266,L47445,L,298,308.1,10.1,1454,152.2625239,37.1,5648.939638,35,1298.5,0,No Failure
267,H29680,H,298,308.1,10.1,1440,150.7964474,43.7,6589.80475,37,1616.9,0,No Failure
268,L47447,L,297.9,308,10.1,1954,204.6224015,21.1,4317.532672,42,886.2,0,No Failure
269,H29682,H,297.9,308,10.1,1800,188.4955592,24.8,4674.689869,44,1091.2,0,No Failure
